Match ID,Second,Result,Player,Race,Current Workers,Food Used,Food Available,Current Minerals,Minerals Collection Rate,Minerals Used in Progress,Minerals Used,Minerals Used Active Forces,Minerals Lost,Current Vespene,Vespene Collection Rate,Vespene Used in Progress,Vespene Used,Vespene Used Active Forces,Vespene Lost
1,390,Win,Player 1 - Namshar (Zerg),Z,12,21.0,22.0,40,587,500,2225,350,100,76,134,0,0,0,0
1,390,Loss,Player 2 - Scarlett (Zerg),Z,16,26.5,30.0,305,811,200,2125,425,600,0,0,0,0,0,0
1,420,Win,Player 1 - Namshar (Zerg),Z,12,21.0,22.0,45,587,600,2225,350,100,12,89,0,0,0,0
1,420,Loss,Player 2 - Scarlett (Zerg),Z,15,28.5,30.0,60,839,550,2325,675,600,0,0,0,0,0,0
1,450,Win,Player 1 - Namshar (Zerg),Z,14,25.0,36.0,75,615,100,2925,500,100,36,67,0,0,0,0
1,450,Loss,Player 2 - Scarlett (Zerg),Z,17,30.5,38.0,155,951,575,2525,675,600,0,0,0,0,0,0
1,480,Win,Player 1 - Namshar (Zerg),Z,18,29.0,36.0,145,783,100,3125,500,100,80,111,0,0,0,0
1,480,Loss,Player 2 - Scarlett (Zerg),Z,22,35.5,38.0,115,923,600,2850,675,600,40,156,0,0,0,0
1,510,Win,Player 1 - Namshar (Zerg),Z,23,34.0,36.0,145,1035,200,3375,500,100,124,111,0,0,0,0
1,510,Loss,Player 2 - Scarlett (Zerg),Z,23,40.5,46.0,190,923,550,3150,825,600,96,156,0,0,0,0
1,540,Win,Player 1 - Namshar (Zerg),Z,26,41.0,44.0,30,1287,500,3625,500,100,118,134,50,0,0,0
1,540,Loss,Player 2 - Scarlett (Zerg),Z,28,43.5,52.0,335,1203,100,3750,825,600,56,156,0,0,0,0
1,570,Win,Player 1 - Namshar (Zerg),Z,29,40.5,44.0,55,1343,650,3900,625,125,174,156,50,0,0,0
1,570,Loss,Player 2 - Scarlett (Zerg),Z,28,51.5,52.0,190,1455,500,4000,1075,600,62,156,50,0,0,0
1,600,Win,Player 1 - Namshar (Zerg),Z,34,45.5,52.0,170,1567,600,4400,525,125,134,179,100,50,0,0
1,600,Loss,Player 2 - Scarlett (Zerg),Z,32,50.5,60.0,335,1679,600,4300,1075,600,122,156,50,0,0,0
1,630,Win,Player 1 - Namshar (Zerg),Z,35,53.5,60.0,140,1735,900,4650,725,175,90,156,0,150,100,0
1,630,Loss,Player 2 - Scarlett (Zerg),Z,30,61.5,68.0,355,1679,900,4450,975,375,82,179,100,50,0,0
1,660,Win,Player 1 - Namshar (Zerg),Z,44,56.5,68.0,210,1819,750,5200,725,175,50,156,100,150,100,0
1,660,Loss,Player 2 - Scarlett (Zerg),Z,40,64.5,68.0,260,1623,500,5500,1425,400,88,156,50,150,100,0
1,690,Win,Player 1 - Namshar (Zerg),Z,40,65.5,82.0,285,2239,1050,5650,925,225,56,156,100,200,150,0
1,690,Loss,Player 2 - Scarlett (Zerg),Z,41,67.5,84.0,170,1707,900,5800,1525,450,148,492,100,200,150,0
